metabolite_id	metabolite_name
1odecg3p_c	1-octadecanoyl-sn-glycerol 3-phosphate (1odecg3p_c)
pa180_c	1,2-dioctadecanoyl-sn-glycerol 3-phosphate (pa180_c)
ag_c	Silver (ag_c)
h_e	H+ (h_e)
air_c	5-amino-1-(5-phospho-D-ribosyl)imidazole (air_c)
hco3_c	Bicarbonate (hco3_c)
5caiz_c	5-phosphoribosyl-5-carboxyaminoimidazole (5caiz_c)
alaala_c	D-Alanyl-D-alanine (alaala_c)
alaala_p	D-Alanyl-D-alanine (alaala_p)
pyam5p_c	Pyridoxamine 5'-phosphate (pyam5p_c)
trnaala_c	TRNA(Ala) (trnaala_c)
alatrna_c	L-Alanyl-tRNA(Ala) (alatrna_c)
ala__L_p	L-Alanine (ala__L_p)
etoh_c	Ethanol (etoh_c)
all__D_c	D-Allose (all__D_c)
all6p_c	D-Allose 6-phosphate (all6p_c)
alltt_c	Allantoate (alltt_c)
urdglyc_c	(-)-Ureidoglycolate (urdglyc_c)
alltn_e	Allantoin (alltn_e)
alltn_p	Allantoin (alltn_p)
alpp_p	Applipoprotein (alpp_p)
2agpe160_p	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) (2agpe160_p)
lpp_p	Lipoprotein (lpp_p)
acetol_c	Acetol cytosol (acetol_c)
12ppd__R_c	(R)-Propane-1,2-diol (12ppd__R_c)
altrn_c	D-Altronate (altrn_c)
2ddglcn_c	2-Dehydro-3-deoxy-D-gluconate (2ddglcn_c)
anhm4p_c	1,6-anhydrous-N-Acetylmuramyl-tetrapeptide (anhm4p_c)
LalaDgluMdapDala_c	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine (LalaDgluMdapDala_c)
anhm_c	1,6-anhydrous-N-Acetylmuramate (anhm_c)
malt_c	Maltose C12H22O11 (malt_c)
maltpt_c	Maltopentaose (maltpt_c)
glc__D_c	D-Glucose (glc__D_c)
malthx_c	Maltohexaose (malthx_c)
acmanap_c	N-Acetyl-D-mannosamine 6-phosphate (acmanap_c)
8aonn_c	8-Amino-7-oxononanoate (8aonn_c)
dann_c	7,8-Diaminononanoate (dann_c)
for_c	Formate (for_c)
r5p_c	Alpha-D-Ribose 5-phosphate (r5p_c)
amp_p	AMP C10H12N5O7P (amp_p)
anth_c	Anthranilate (anth_c)
pran_c	N-(5-Phospho-D-ribosyl)anthranilate (pran_c)
ap4a_c	P1,P4-Bis(5'-adenosyl) tetraphosphate (ap4a_c)
ap5a_c	P1,P5-Bis(5'-adenosyl) pentaphosphate (ap5a_c)
glyc3p_c	Glycerol 3-phosphate (glyc3p_c)
ttdcap_c	Tetradecanoyl-phosphate (n-C14:0) (ttdcap_c)
1tdecg3p_c	1-tetradecanoyl-sn-glycerol 3-phosphate (1tdecg3p_c)
1tdec7eg3p_c	1-tetradec-7-enoyl-sn-glycerol 3-phosphate (1tdec7eg3p_c)
ttdca_c	Tetradecanoate (n-C14:0) (ttdca_c)
hdcap_c	Hexadecanoyl-phosphate (n-C16:0) (hdcap_c)
hdcea_c	Hexadecenoate (n-C16:1) (hdcea_c)
arab__L_c	L-Arabinose (arab__L_c)
rbl__L_c	L-Ribulose (rbl__L_c)
arbtn_fe3_c	Aerobactin (arbtn_fe3_c)
arbtn_c	Aerobactin minus Fe3 (arbtn_c)
arbtn_p	Aerobactin minus Fe3 (arbtn_p)
arab__L_p	L-Arabinose (arab__L_p)
arg__L_p	L-Arginine (arg__L_p)
co2_p	CO2 CO2 (co2_p)
citr__L_c	L-Citrulline (citr__L_c)
argsuc_c	N(omega)-(L-Arginino)succinate (argsuc_c)
trnaarg_c	TRNA(Arg) (trnaarg_c)
argtrna_c	L-Arginyl-tRNA(Arg) (argtrna_c)
arg__L_e	L-Arginine (arg__L_e)
aspsa_c	L-Aspartate 4-semialdehyde (aspsa_c)
4pasp_c	4-Phospho-L-aspartate (4pasp_c)
ascb6p_c	L-ascorbate-6-phosphate (ascb6p_c)
ascb__L_p	L-Ascorbate (ascb__L_p)
asn__L_p	L-Asparagine (asn__L_p)
q8_c	Ubiquinone-8 (q8_c)
iasp_c	Iminoaspartate (iasp_c)
q8h2_c	Ubiquinol-8 (q8h2_c)
mqn8_c	Menaquinone 8 (mqn8_c)
mql8_c	Menaquinol 8 (mql8_c)
fum_c	Fumarate (fum_c)
oaa_c	Oxaloacetate (oaa_c)
trnaasp_c	TRNA(Asp) (trnaasp_c)
asptrna_c	L-Aspartyl-tRNA(Asp) (asptrna_c)
asp__L_p	L-Aspartate (asp__L_p)
succoa_c	Succinyl-CoA (succoa_c)
sucarg_c	N2-Succinyl-L-arginine (sucarg_c)
athr__L_c	L-Allo-threonine (athr__L_c)
2aobut_c	L-2-Amino-3-oxobutanoate (2aobut_c)
itp_c	ITP C10H11N4O14P3 (itp_c)
ala_B_p	Beta-Alanine (ala_B_p)
ala_B_c	Beta-Alanine (ala_B_c)
betald_c	Betaine aldehyde (betald_c)
glyb_c	Glycine betaine (glyb_c)
moco_c	Molybdenum cofactor (moco_c)
mptamp_c	Adenylated molybdopterin (mptamp_c)
bmoco_c	Bis-molybdenum cofactor (bmoco_c)
but_c	Butyrate (n-C4:0) (but_c)
butso3_p	Butanesulfonate (butso3_p)
butso3_c	Butanesulfonate (butso3_c)
but_p	Butyrate (n-C4:0) (but_p)
but_e	Butyrate (n-C4:0) (but_e)
bwco_c	Tungsten bispterin cofactor (bwco_c)
bwco1gdp_c	Tungsten bispterin cofactor mono-guanine dinucleotide (bwco1gdp_c)
wco_c	Tungsten binding cofactor (wco_c)
ca2_p	Calcium (ca2_p)
cbi_e	Cobinamide (cbi_e)
cbi_p	Cobinamide (cbi_p)
cbi_c	Cobinamide (cbi_c)
cbl1_p	Cob(I)alamin (cbl1_p)
cbl1_c	Cob(I)alamin (cbl1_c)
cbp_c	Carbamoyl phosphate (cbp_c)
cdg_c	7-deaza-7-carboxyguanine (cdg_c)
preq0_c	7-cyano-7-carbaguanine (preq0_c)
cd2_c	Cadmium (cd2_c)
cd2_p	Cadmium (cd2_p)
cdpdtdecg_c	CDP-1,2-ditetradecanoylglycerol (cdpdtdecg_c)
cmp_c	CMP C9H12N3O8P (cmp_c)
pa140_c	1,2-ditetradecanoyl-sn-glycerol 3-phosphate (pa140_c)
cdpdtdec7eg_c	CDP-1,2-ditetradec-7-enoylglycerol (cdpdtdec7eg_c)
pa141_c	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate (pa141_c)
cdpdodecg_c	CDP-1,2-dioctadecanoylglycerol (cdpdodecg_c)
preq1_c	7-aminomethyl-7-deazaguanine (preq1_c)
4c2me_c	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol (4c2me_c)
2p4c2me_c	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol (2p4c2me_c)
cpe160_c	Cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo) (cpe160_c)
pe181_c	Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) (pe181_c)
cpe180_c	Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo) (cpe180_c)
cgly_p	Cys Gly C5H10N2O3S (cgly_p)
cgly_c	Cys Gly C5H10N2O3S (cgly_c)
cgly_e	Cys Gly C5H10N2O3S (cgly_e)
chol_p	Choline C5H14NO (chol_p)
chol_c	Choline C5H14NO (chol_c)
pphn_c	Prephenate (pphn_c)
4hbz_c	4-Hydroxybenzoate (4hbz_c)
chtbs_p	N,N'-diacetylchitobiose (chtbs_p)
chtbs6p_c	Diacetylchitobiose-6-phosphate (chtbs6p_c)
cinnm_c	Trans-Cinnamate (cinnm_c)
o2_c	O2 O2 (o2_c)
cenchddd_c	Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol (cenchddd_c)
cit_c	Citrate (cit_c)
cit_e	Citrate (cit_e)
cit_p	Citrate (cit_p)
lipa_cold_p	Cold adapted KDO(2)-lipid (A) (lipa_cold_p)
lipa_cold_e	Cold adapted KDO(2)-lipid (A) (lipa_cold_e)
clpn140_p	Cardiolipin (tetratetradecanoyl, n-C14:0) (clpn140_p)
pa140_p	1,2-ditetradecanoyl-sn-glycerol 3-phosphate (pa140_p)
pg140_p	Phosphatidylglycerol (ditetradecanoyl, n-C14:0) (pg140_p)
clpn160_p	Cardiolipin (tetrahexadecanoyl, n-C16:0) (clpn160_p)
pa160_p	1,2-dihexadecanoyl-sn-glycerol 3-phosphate (pa160_p)
pg160_p	Phosphatidylglycerol (dihexadecanoyl, n-C16:0) (pg160_p)
clpn161_p	Cardiolipin (tetrahexadec-9-enoyl, n-C16:1) (clpn161_p)
pa161_p	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate (pa161_p)
pg161_p	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) (pg161_p)
clpn181_p	Cardiolipin (tetraoctadec-11-enoyl, n-C18:1) (clpn181_p)
pa181_p	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate (pa181_p)
pg181_p	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) (pg181_p)
pg141_p	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) (pg141_p)
clpn141_p	Cardiolipin (tetratetradec-7-enoyl, n-C14:1) (clpn141_p)
glyc_p	Glycerol (glyc_p)
pg180_p	Phosphatidylglycerol (dioctadecanoyl, n-C18:0) (pg180_p)
clpn180_p	Cardiolipin (tetraoctadecanoyl, n-C18:0) (clpn180_p)
cl_p	Chloride (cl_p)
csn_c	Cytosine (csn_c)
cobalt2_p	Co2+ (cobalt2_p)
colipap_p	Core oligosaccharide lipid A diphosphate (colipap_p)
colipap_e	Core oligosaccharide lipid A diphosphate (colipap_e)
colipa_c	Core oligosaccharide lipid A (colipa_c)
colipa_p	Core oligosaccharide lipid A (colipa_p)
cpgn_c	Coprogen (cpgn_c)
cpgn_un_c	Coprogen unloaded (no Fe(III)) (cpgn_un_c)
fmnh2_c	Reduced FMN (fmnh2_c)
fmn_c	FMN C17H19N4O9P (fmn_c)
cpgn_un_p	Coprogen unloaded (no Fe(III)) (cpgn_un_p)
cpgn_p	Coprogen (cpgn_p)
cpmp_c	Cyclic pyranopterin monophosphate (cpmp_c)
bbtcoa_c	Gamma-butyrobetainyl-CoA (bbtcoa_c)
crn_c	L-Carnitine (crn_c)
crncoa_c	L-Carnitinyl-CoA (crncoa_c)
gbbtn_c	Gamma-butyrobetaine (gbbtn_c)
crn__D_c	D-Carnitine (crn__D_c)
crnDcoa_c	D-carnitinyl-CoA (crnDcoa_c)
crn__D_p	D-Carnitine (crn__D_p)
crn_p	L-Carnitine (crn_p)
crn_e	L-Carnitine (crn_e)
ura_c	Uracil (ura_c)
csn_p	Cytosine (csn_p)
ctbt_p	Crotonobetaine (ctbt_p)
ctbt_c	Crotonobetaine (ctbt_c)
tdecoa_c	Tetradecenoyl-CoA (n-C14:1CoA) (tdecoa_c)
td2coa_c	Trans-Tetradec-2-enoyl-CoA (td2coa_c)
hdcoa_c	Hexadecenoyl-CoA (n-C16:1CoA) (hdcoa_c)
odecoa_c	Octadecenoyl-CoA (n-C18:1CoA) (odecoa_c)
cu_p	Cu+ (cu_p)
o2_p	O2 O2 (o2_p)
cu2_p	Copper (cu2_p)
cyan_c	Hydrogen cyanide (cyan_c)
tsul_c	Thiosulfate (tsul_c)
so3_c	Sulfite (so3_c)
tcynt_c	Thiocyanate (tcynt_c)
cynt_c	Cyanate (cynt_c)
cynt_e	Cyanate (cynt_e)
cynt_p	Cyanate (cynt_p)
cys__D_p	D-Cysteine (cys__D_p)
cys__D_c	D-Cysteine (cys__D_c)
cyst__L_c	L-Cystathionine (cyst__L_c)
hcys__L_c	L-Homocysteine (hcys__L_c)
trnacys_c	TRNA(Cys) (trnacys_c)
cystrna_c	L-Cysteinyl-tRNA(Cys) (cystrna_c)
cys__L_p	L-Cysteine (cys__L_p)
cytd_c	Cytidine (cytd_c)
uri_c	Uridine (uri_c)
cytd_p	Cytidine (cytd_p)
lac__D_p	D-Lactate (lac__D_p)
lac__D_c	D-Lactate (lac__D_c)
lac__D_e	D-Lactate (lac__D_e)
dad_2_p	Deoxyadenosine (dad_2_p)
dad_2_c	Deoxyadenosine (dad_2_c)
12dgr160_c	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0) (12dgr160_c)
pa160_c	1,2-dihexadecanoyl-sn-glycerol 3-phosphate (pa160_c)
damp_p	DAMP C10H12N5O6P (damp_p)
26dap__M_c	Meso-2,6-Diaminoheptanedioate (26dap__M_c)
26dap__M_p	Meso-2,6-Diaminoheptanedioate (26dap__M_p)
15dap_p	1,5-Diaminopentane (15dap_p)
cdpdhdec9eg_c	CDP-1,2-dihexadec-9-enoylglycerol (cdpdhdec9eg_c)
ditp_c	DITP(4-) (ditp_c)
dca_e	Decanoate (n-C10:0) (dca_e)
dca_p	Decanoate (n-C10:0) (dca_p)
dcmp_e	DCMP C9H12N3O7P (dcmp_e)
dcmp_p	DCMP C9H12N3O7P (dcmp_p)
dutp_c	DUTP C9H11N2O14P3 (dutp_c)
dcyt_c	Deoxycytidine (dcyt_c)
duri_c	Deoxyuridine (duri_c)
dcyt_p	Deoxycytidine (dcyt_p)
ddca_p	Dodecanoate (n-C12:0) (ddca_p)
2ddglcn_p	2-Dehydro-3-deoxy-D-gluconate (2ddglcn_p)
2ddglcn_e	2-Dehydro-3-deoxy-D-gluconate (2ddglcn_e)
2ddg6p_c	2-Dehydro-3-deoxy-D-gluconate 6-phosphate (2ddg6p_c)
dgmp_c	DGMP C10H12N5O7P (dgmp_c)
dgdp_c	DGDP C10H12N5O10P2 (dgdp_c)
dgmp_e	DGMP C10H12N5O7P (dgmp_e)
dgmp_p	DGMP C10H12N5O7P (dgmp_p)
23dhacoa_c	2,3-dehydroadipyl-CoA (23dhacoa_c)
3hadpcoa_c	(3S)-3-Hydroxyadipyl-CoA (3hadpcoa_c)
23dhmb_c	(R)-2,3-Dihydroxy-3-methylbutanoate (23dhmb_c)
3mob_c	3-Methyl-2-oxobutanoate (3mob_c)
dha_p	Dihydroxyacetone (dha_p)
23ddhb_c	2,3-Dihydro-2,3-dihydroxybenzoate (23ddhb_c)
23dhb_c	2,3-Dihydroxybenzoate (23dhb_c)
dhcinnm_c	2,3-dihydroxicinnamic acid (dhcinnm_c)
hkntd_c	2-hydroxy-6-ketononatrienedioate (hkntd_c)
dhf_c	7,8-Dihydrofolate (dhf_c)
dhpt_c	Dihydropteroate (dhpt_c)
dhna_c	1,4-Dihydroxy-2-naphthoate (dhna_c)
octdp_c	All-trans-Octaprenyl diphosphate (octdp_c)
2dmmql8_c	2-Demethylmenaquinol 8 (2dmmql8_c)
14dhncoa_c	1,4-dihydroxy-2-napthoyl-CoA (14dhncoa_c)
dhnpt_c	Dihydroneopterin (dhnpt_c)
dhmpt_c	Dihydromonapterin (dhmpt_c)
dhor__S_c	(S)-Dihydroorotate (dhor__S_c)
orot_c	Orotate C5H3N2O4 (orot_c)
25drapp_c	2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate (25drapp_c)
5apru_c	5-Amino-6-(5'-phosphoribosylamino)uracil (5apru_c)
dhptdn_c	6,7-Dihydropteridine (dhptdn_c)
thptdn_c	5,6,7,8-tetrahydropteridine (thptdn_c)
ahdt_c	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate (ahdt_c)
dhmptp_c	Dihydromonapterin-triphosphate (dhmptp_c)
2dda7p_c	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate (2dda7p_c)
3dhq_c	3-Dehydroquinate (3dhq_c)
25dkglcn_c	2,5-diketo-D-gluconate (25dkglcn_c)
dmpp_c	Dimethylallyl diphosphate (dmpp_c)
ipdp_c	Isopentenyl diphosphate (ipdp_c)
grdp_c	Geranyl diphosphate (grdp_c)
dmso_c	Dimethyl sulfoxide (dmso_c)
dms_c	Dimethyl sulfide (dms_c)
dmso_p	Dimethyl sulfoxide (dmso_p)
dms_p	Dimethyl sulfide (dms_p)
2dmmq8_c	2-Demethylmenaquinone 8 (2dmmq8_c)
doxrbcn_p	Doxorubicin (doxrbcn_p)
2dhp_c	2-Dehydropantoate (2dhp_c)
pant__R_c	(R)-Pantoate (pant__R_c)
dsbard_p	Periplasmic protein disulfide isomerase I (reduced) (dsbard_p)
dsbaox_p	Periplasmic protein disulfide isomerase I (oxidized) (dsbaox_p)
dsbgox_p	Periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized) (dsbgox_p)
gthrd_p	Reduced glutathione (gthrd_p)
dsbgrd_p	Periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced) (dsbgrd_p)
gthox_p	Oxidized glutathione (gthox_p)
ser__D_c	D-Serine (ser__D_c)
2amsa_c	2-Aminomalonate semialdehyde (2amsa_c)
dtmp_c	DTMP C10H13N2O8P (dtmp_c)
dtdp_c	DTDP C10H13N2O11P2 (dtdp_c)
dtmp_e	DTMP C10H13N2O8P (dtmp_e)
dtmp_p	DTMP C10H13N2O8P (dtmp_p)
dump_c	DUMP C9H11N2O8P (dump_c)
duri_p	Deoxyuridine (duri_p)
duri_e	Deoxyuridine (duri_e)
dxyl5p_c	1-deoxy-D-xylulose 5-phosphate (dxyl5p_c)
2me4p_c	2-C-methyl-D-erythritol 4-phosphate (2me4p_c)
e4p_c	D-Erythrose 4-phosphate (e4p_c)
4per_c	4-Phospho-D-erythronate (4per_c)
tdec2eACP_c	Trans-Dec-2-enoyl-[acyl-carrier protein] (tdec2eACP_c)
tddec2eACP_c	Trans-Dodec-2-enoyl-[acyl-carrier protein] (tddec2eACP_c)
tmrs2eACP_c	Trans-Tetradec-2-enoyl-[acyl-carrier protein] (tmrs2eACP_c)
myrsACP_c	Myristoyl-ACP (n-C14:0ACP) (myrsACP_c)
t3c7mrseACP_c	Trans-3-cis-7-myristoleoyl-[acyl-carrier protein] (t3c7mrseACP_c)
t3c11vaceACP_c	Trans-3-cis-11-vacceoyl-[acyl-carrier protein] (t3c11vaceACP_c)
but2eACP_c	But-2-enoyl-[acyl-carrier protein] (but2eACP_c)
thex2eACP_c	Trans-Hex-2-enoyl-[acyl-carrier protein] (thex2eACP_c)
hexACP_c	Hexanoyl-ACP (n-C6:0ACP) (hexACP_c)
eca4und_p	(enterobacterial common antigen)x4 undecaprenyl-diphosphate (eca4und_p)
eca4colipa_p	(enterobacterial common antigen)x4 core oligosaccharide lipid A (eca4colipa_p)
udcpdp_p	Undecaprenyl diphosphate (udcpdp_p)
eca2und_p	(enterobacterial common antigen)x2 undecaprenyl-diphosphate (eca2und_p)
unagamuf_p	Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose (unagamuf_p)
eca3und_p	(enterobacterial common antigen)x3 undecaprenyl-diphosphate (eca3und_p)
unagamuf_c	Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose (unagamuf_c)
3hbcoa_c	(S)-3-Hydroxybutanoyl-CoA (3hbcoa_c)
3hhcoa_c	(S)-3-Hydroxyhexanoyl-CoA (3hhcoa_c)
hx2coa_c	Trans-Hex-2-enoyl-CoA (hx2coa_c)
3hdcoa_c	(S)-3-Hydroxydecanoyl-CoA (3hdcoa_c)
dc2coa_c	Trans-Dec-2-enoyl-CoA (dc2coa_c)
3htdcoa_c	(S)-3-Hydroxytetradecanoyl-CoA (3htdcoa_c)
3hodcoa_c	(S)-3-Hydroxyoctadecanoyl-CoA (3hodcoa_c)
kdo2lipid4_c	KDO(2)-lipid IV(A) (kdo2lipid4_c)
kdo2lipid4L_c	KDO(2)-lipid IV(A) with laurate (kdo2lipid4L_c)
kdo2lipid4p_c	KDO(2)-lipid IV(A) with palmitoleoyl (kdo2lipid4p_c)
lipa_cold_c	Cold adapted KDO(2)-lipid (A) (lipa_cold_c)
enter_c	Enterochelin (enter_c)
23dhbzs_c	2,3-dihydroxybenzoylserine (23dhbzs_c)
feenter_c	Fe-enterobactin (feenter_c)
epmeACP_c	Enoylpimeloyl-[acyl-carrier protein] methyl ester (epmeACP_c)
pmeACP_c	Pimeloyl-[acyl-carrier protein] methyl ester (pmeACP_c)
etha_c	Ethanolamine (etha_c)
etha_p	Ethanolamine (etha_p)
etha_e	Ethanolamine (etha_e)
etoh_e	Ethanol (etoh_e)
etoh_p	Ethanol (etoh_p)
f6p_c	D-Fructose 6-phosphate (f6p_c)
dha_c	Dihydroxyacetone (dha_c)
g3p_c	Glyceraldehyde 3-phosphate (g3p_c)
dca_c	Decanoate (n-C10:0) (dca_c)
palmACP_c	Palmitoyl-ACP (n-C16:0ACP) (palmACP_c)
tdcoa_c	Tetradecanoyl-CoA (n-C14:0CoA) (tdcoa_c)
hxa_c	Hexanoate (n-C6:0) (hxa_c)
hdcea_p	Hexadecenoate (n-C16:1) (hdcea_p)
ocdca_p	Octadecanoate (n-C18:0) (ocdca_p)
hmgth_c	Hydroxymethylglutathione (hmgth_c)
Sfglutth_c	S-Formylglutathione (Sfglutth_c)
fdp_c	D-Fructose 1,6-bisphosphate (fdp_c)
dhap_c	Dihydroxyacetone phosphate (dhap_c)
fuc__L_c	L-Fucose (fuc__L_c)
fcl__L_c	L-fuculose (fcl__L_c)
fc1p_c	L-Fuculose 1-phosphate (fc1p_c)
ppp9_c	Protoporphyrin (ppp9_c)
for_p	Formate (for_p)
mso3_c	Methanesulfonate (mso3_c)
fald_c	Formaldehyde (fald_c)
ethso3_c	Ethanesulfonate (ethso3_c)
fe2_p	Fe2+ mitochondria (fe2_p)
fe3dhbzs_c	Ferric 2,3-dihydroxybenzoylserine (fe3dhbzs_c)
fe3dhbzs_e	Ferric 2,3-dihydroxybenzoylserine (fe3dhbzs_e)
fe3dhbzs_p	Ferric 2,3-dihydroxybenzoylserine (fe3dhbzs_p)
fe3hox_c	Fe(III)hydroxamate (fe3hox_c)
fe3hox_un_c	Fe(III)hydoxamate, unloaded (fe3hox_un_c)
fe3hox_un_p	Fe(III)hydoxamate, unloaded (fe3hox_un_p)
fe3hox_un_e	Fe(III)hydoxamate, unloaded (fe3hox_un_e)
fe3hox_p	Fe(III)hydroxamate (fe3hox_p)
fe3_p	Iron (Fe3+) (fe3_p)
fecrm_c	Ferrichrome (fecrm_c)
fecrm_un_c	Ferrichrome minus Fe(III) (fecrm_un_c)
rbflvrd_c	Reduced riboflavin (rbflvrd_c)
fecrm_un_p	Ferrichrome minus Fe(III) (fecrm_un_p)
fecrm_p	Ferrichrome (fecrm_p)
enter_p	Enterochelin (enter_p)
feoxam_c	Generic ferrioxamine-Fe-III (feoxam_c)
feoxam_un_c	Ferroxamine minus Fe(3) (feoxam_un_c)
feoxam_un_p	Ferroxamine minus Fe(3) (feoxam_un_p)
feoxam_p	Generic ferrioxamine-Fe-III (feoxam_p)
h2o2_c	Hydrogen peroxide (h2o2_c)
3fe4s_c	[3Fe-4S] damaged iron-sulfur cluster (3fe4s_c)
no_c	Nitric oxide (no_c)
n2o_c	Nitrous oxide (n2o_c)
forcoa_c	Formyl-CoA(4-) (forcoa_c)
oxa_c	Oxalate (oxa_c)
oxalcoa_c	Oxalyl-CoA (oxalcoa_c)
for_e	Formate (for_e)
succ_c	Succinate (succ_c)
frulys_c	Fructoselysine (frulys_c)
frulysp_c	Fructoselysine Phosphate (frulysp_c)
frulys_p	Fructoselysine (frulys_p)
fruur_p	D-Fructuronate (fruur_p)
fruur_c	D-Fructuronate (fruur_c)
fru_p	D-Fructose (fru_p)
f1p_c	D-Fructose 1-phosphate (f1p_c)
fuc__L_p	L-Fucose (fuc__L_p)
mal__L_c	L-Malate (mal__L_c)
fusa_e	Fusidic acid (fusa_e)
fusa_p	Fusidic acid (fusa_p)
gam1p_c	D-Glucosamine 1-phosphate (gam1p_c)
acgam1p_c	N-Acetyl-D-glucosamine 1-phosphate (acgam1p_c)
g1p_p	D-Glucose 1-phosphate (g1p_p)
glc__D_p	D-Glucose (glc__D_p)
g1p_c	D-Glucose 1-phosphate (g1p_c)
dtdpglu_c	DTDPglucose (dtdpglu_c)
glu1sa_c	L-Glutamate 1-semialdehyde (glu1sa_c)
5aop_c	5-Amino-4-oxopentanoate (5aop_c)
1hdecg3p_c	1-hexadecanoyl-sn-glycerol 3-phosphate (1hdecg3p_c)
g3pe_e	Sn-Glycero-3-phosphoethanolamine (g3pe_e)
g3pe_p	Sn-Glycero-3-phosphoethanolamine (g3pe_p)
g3pi_p	Sn-Glycero-3-phospho-1-inositol (g3pi_p)
g3pi_c	Sn-Glycero-3-phospho-1-inositol (g3pi_c)
g3pi_e	Sn-Glycero-3-phospho-1-inositol (g3pi_e)
g3ps_p	Glycerophosphoserine (g3ps_p)
g3ps_c	Glycerophosphoserine (g3ps_c)
glyc_c	Glycerol (glyc_c)
gam6p_c	D-Glucosamine 6-phosphate (gam6p_c)
g6p_c	D-Glucose 6-phosphate (g6p_c)
6pgl_c	6-phospho-D-glucono-1,5-lactone (6pgl_c)
g6p_p	D-Glucose 6-phosphate (g6p_p)
gal1p_p	Alpha-D-Galactose 1-phosphate (gal1p_p)
galct__D_c	D-Galactarate (galct__D_c)
5dh4dglc_c	5-Dehydro-4-deoxy-D-glucarate (5dh4dglc_c)
galctn__L_p	L-Galactonate (galctn__L_p)
galctn__D_e	D-Galactonate (galctn__D_e)
galctn__D_p	D-Galactonate (galctn__D_p)
gal_bD_p	Beta D-Galactose (gal_bD_p)
gal_p	D-Galactose (gal_p)
gicolipa_c	Glucosyl-inner core oligosaccharide lipid A (gicolipa_c)
udpg_c	UDPglucose (udpg_c)
gagicolipa_c	Galactosyl-glucosyl-inner core oligosaccharide lipid A (gagicolipa_c)
galt_p	Galactitol (galt_p)
galt1p_c	Galactitol 1-phosphate (galt1p_c)
galur_p	D-Galacturonate (galur_p)
galur_c	D-Galacturonate (galur_c)
galur_e	D-Galacturonate (galur_e)
gal_c	D-Galactose (gal_c)
gam6p_p	D-Glucosamine 6-phosphate (gam6p_p)
gam_p	D-Glucosamine (gam_p)
gar_c	N1-(5-Phospho-D-ribosyl)glycinamide (gar_c)
fgam_c	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide (fgam_c)
gbbtn_p	Gamma-butyrobetaine (gbbtn_p)
gdpddman_c	GDP-4-dehydro-6-deoxy-D-mannose (gdpddman_c)
gdpofuc_c	GDP-4-oxo-L-fucose (gdpofuc_c)
gdpmann_c	GDP-D-mannose (gdpmann_c)
man1p_c	D-Mannose 1-phosphate (man1p_c)
gdp_p	GDP C10H12N5O11P2 (gdp_p)
gg4abut_c	Gamma-glutamyl-gamma aminobutyric acid (gg4abut_c)
glcn_p	D-Gluconate (glcn_p)
glycogen_c	Glycogen C6H10O5 (glycogen_c)
bglycogen_c	Branching glycogen (bglycogen_c)
2h3oppan_c	2-Hydroxy-3-oxopropanoate (2h3oppan_c)
glcr_c	D-Glucarate (glcr_c)
glcr_p	D-Glucarate (glcr_p)
adpglc_c	ADPglucose C16H23N5O15P2 (adpglc_c)
icolipa_c	Inner core oligosaccharide lipid A (E coli) (icolipa_c)
ggagicolipa_c	Glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A (ggagicolipa_c)
gggagicolipa_c	Glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A (gggagicolipa_c)
glcur1p_e	D-Glucuronate 1-phosphate (glcur1p_e)
glcur1p_p	D-Glucuronate 1-phosphate (glcur1p_p)
glcur_e	D-Glucuronate (glcur_e)
glcur_p	D-Glucuronate (glcur_p)
gln__L_e	L-Glutamine (gln__L_e)
gln__L_p	L-Glutamine (gln__L_p)
